enc_input,dec_input
"किसी भी देश का संविधान उसकी राजनीतिक व्यवस्था का वह बुनियादी सांचा ढांचा निर्धारित करता है, जिसके अंतर्गत उसकी जनता शासित होती है.","किसी भी देश का संविधान उसकी राजनीतिक व्यवस्था की वह बुनियादी सांचा ढांचा निर्धारित करता है, जिसके अंतर्गत उसकी जनता शासित होती है."
श्री राम सेना का नि्रमाण १९६० में कलकी महाराज द्वारा हुआ था जो शिवसेना के महामहीम बाल ठाकरे का दाहिना हाथ था.,श्री राम सेना का नि्रमाण १९६० में कलकी महाराज द्वारा हुआ था जो शिवसेना के महामहीम बाल ठाकरे के दाहिना हाथ थे.
गांधी का एकलौता हत्यारा नाथूराम गोडसे १९४० तक राष्ट्रीय स्वयंसेवक संघ के सदस्य थे.,गांधी का एकलौता हत्यारा नाथूराम गोडसे १९४० तक राष्ट्रीय स्वयंसेवक संघ का सदस्य था.
उनके शासनकाल के प्रारंभ से वह पंजाब क्षेत्र की सिख शासक रणजीत सिंह के साथ विवादों में खुद को शामिल पाया.,उनके शासनकाल के प्रारंभ से वह पंजाब क्षेत्र के सिख शासक रणजीत सिंह के साथ विवादों में खुद को शामिल पाया.
"इनमें से, दोस्त मोहम्मद को गज़नी मिला और 1826 में वह अफगानिस्तान के सबसे अमीर प्रांत काबुल हासिल किया.","इनमें से, दोस्त मोहम्मद को गज़नी मिला और 1826 में वह अफगानिस्तान का सबसे अमीर प्रांत काबुल हासिल किया."
आसिया भारत के जम्मू और कश्मीर राज्य की हज़रतबल सीट से जम्मू एण्ड कश्मीर पीपुल्स डेमोक्रेटिक पार्टी के विधायक हैं.,आसिया भारत के जम्मू और कश्मीर राज्य की हज़रतबल सीट से जम्मू एण्ड कश्मीर पीपुल्स डेमोक्रेटिक पार्टी की विधायक हैं.
"फेसबुक यह लोकप्रिय "" सोशल नेट्वर्किंग "" संकेतस्थल का प्रसिद्ध सहसंस्थापक है.","फेसबुक यह लोकप्रिय "" सोशल नेट्वर्किंग "" संकेतस्थल के प्रसिद्ध सहसंस्थापक है."
बौम्रिन्द मनोविज्ञान के प्रमुख अग्रणी है.,बौम्रिन्द मनोविज्ञान की प्रमुख अग्रणी है.
विजयवाड़ा सांस्कृतिक केंद्र विजयवाड़ा का सांस्कृतिक केंद्र विजयवाड़ा की कला और संस्कृति को बढ़ावा देने के लिए एक संगठन है.,विजयवाड़ा सांस्कृतिक केंद्र विजयवाड़ा का सांस्कृतिक केंद्र विजयवाड़ा का कला और संस्कृति को बढ़ावा देने के लिए एक संगठन है.
अज़रबैजान के वास्तुकला  अज़रबैजानी  अज़रबैजान में वास्तुकला विकास को संदर्भित करता है.,अज़रबैजान की वास्तुकला  अज़रबैजानी  अज़रबैजान में वास्तुकला विकास को संदर्भित करता है.
यह सुझाव परिवहन के क्षेत्र में अपने महान अनुभव के अनुरूप है.,यह सुझाव परिवहन के क्षेत्र में अपने महान अनुभव का अनुरूप है.
एस जयशंकर या सुब्रह्मण्यम जयशंकर  जन्म 15 जनवरी 1957  वर्तमान में टाटा समूह के वैश्विक कॉरपोरेट मामलों का प्रमुख हैं.,एस जयशंकर या सुब्रह्मण्यम जयशंकर  जन्म 15 जनवरी 1957  वर्तमान में टाटा समूह के वैश्विक कॉरपोरेट मामलों के प्रमुख हैं.
इन के शायरी का सांप्रदाय दाग देहलवि से है.,इन की शायरी का सांप्रदाय दाग देहलवि से है.
चिम्पांजियों की सामाजिक और पारिवारिक जीवन के अध्ययन के लिए जेन गुडाल प्रसिद्ध हैं.,चिम्पांजियों के सामाजिक और पारिवारिक जीवन के अध्ययन के लिए जेन गुडाल प्रसिद्ध हैं.
व्यक्तियों का समूह को हीं समाज कहते है.,व्यक्तियों के समूह को हीं समाज कहते है.
"सीकर जिले के अन्य प्रसिद्ध मंदिर, खाटूश्यामजी 22 किलोमीटर की दूरी पर हैं.","सीकर जिले का अन्य प्रसिद्ध मंदिर, खाटूश्यामजी 22 किलोमीटर की दूरी पर हैं."
इसकी कई इकाई देश के किसी भी बड़ी कंपनी की इकाई से बड़ी है.,इसकी कई इकाई देश की किसी भी बड़ी कंपनी की इकाई से बड़ी है.
भारत की डीआरडीओ ने अग्नि 3 मिसाइल की एक पनडुब्बी लांच बैलिस्टिक मिसाइल संस्करण पर भी काम शुरु कर दिया है.,भारत के डीआरडीओ ने अग्नि 3 मिसाइल के एक पनडुब्बी लांच बैलिस्टिक मिसाइल संस्करण पर भी काम शुरु कर दिया है.
भारत की डीआरडीओ ने अग्नि 3 मिसाइल की एक पनडुब्बी लांच बैलिस्टिक मिसाइल संस्करण पर भी काम शुरु कर दिया है.,भारत के डीआरडीओ ने अग्नि 3 मिसाइल के एक पनडुब्बी लांच बैलिस्टिक मिसाइल संस्करण पर भी काम शुरु कर दिया है.
बीसवीं शताब्दी में तुर्की को यूरोप के मरीज कहा करते थे.,बीसवीं शताब्दी में तुर्की को यूरोप का मरीज कहा करते थे.
पाकिस्तान सरकार वफ़ाक़ी संसदीय प्रणाली के तहत काम करति है जिस में राष्ट्रपति राज्य का और प्रधानमंत्री सरकर के नेता होता है.,पाकिस्तान सरकार वफ़ाक़ी संसदीय प्रणाली के तहत काम करति है जिस में राष्ट्रपति राज्य का और प्रधानमंत्री सरकर का नेता होता है.
१८२० १८७८  वर्तमान इटली का जनक माने जाते हैं.,१८२० १८७८  वर्तमान इटली के जनक माने जाते हैं.
उम्मेद सागर बाँध राजस्थान के जोधपुर जिले की एक बाँध है.,उम्मेद सागर बाँध राजस्थान के जोधपुर जिले का एक बाँध है.
"१९७५ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप के पहले संस्करण था.","१९७५ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप का पहले संस्करण था."
"१९७९ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप के दूसरा संस्करण था.","१९७९ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप का दूसरा संस्करण था."
"१९८३ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप के तीसरा संस्करण था.","१९८३ क्रिकेट विश्व कप,  आधिकारिक तौर पर प्रूडेंशियल कप   क्रिकेट विश्व कप का तीसरा संस्करण था."
वर्तमान में उम्मैद भवन पैलेस का मालिक गज सिंह है.,वर्तमान में उम्मैद भवन पैलेस के मालिक गज सिंह है.
प्राचीन परम्परा और संस्कृति में आधुनिकता का शुरुवात कर काशी ने विश्वस्तर पर एक नये अध्याय का आविष्कार किया था.,प्राचीन परम्परा और संस्कृति में आधुनिकता की शुरुवात कर काशी ने विश्वस्तर पर एक नये अध्याय का आविष्कार किया था.
प्राचीन परम्परा और संस्कृति में आधुनिकता की शुरुवात कर काशी ने विश्वस्तर पर एक नये अध्याय का आविष्कार किया था.,प्राचीन परम्परा और संस्कृति में आधुनिकता का शुरुवात कर काशी ने विश्वस्तर पर एक नये अध्याय का आविष्कार किया था.
यह साँचा के विस्तार है जिससे इसमें एथलीट के बारे में निम्न जानकारियाँ भी जोडी जा सकें.,यह साँचा का विस्तार है जिससे इसमें एथलीट के बारे में निम्न जानकारियाँ भी जोडी जा सकें.
यह योजना मोदी प्रशासन के टॉप प्राथमिकता वाली परियोजनाओं में से एक है.,यह योजना मोदी प्रशासन की टॉप प्राथमिकता वाली परियोजनाओं में से एक है.
वह ओमज़ूर के सल्दान्हा प्रभु कबीले का सदस्य था.,वह ओमज़ूर के सल्दान्हा प्रभु कबीले के सदस्य थे.
उनके उपन्यासों के लिए उन्हें पाठकों और आलोचकों के तरफ से बहुत प्रशंसा मिली.,उनके उपन्यासों के लिए उन्हें पाठकों और आलोचकों की तरफ से बहुत प्रशंसा मिली.
न्यूट्रोण और पोसिट्रोण नाम का दो मूलकों का आविष्कार भी उन्होंने किया.,न्यूट्रोण और पोसिट्रोण नाम के दो मूलकों का आविष्कार भी उन्होंने किया.
"वह अपने कविताओं में अधिकतर् अपने अनुभवों, आस पास की जीवन और जीवन की सीख के बारे में बात करते हैं.","वह अपने कविताओं में अधिकतर् अपने अनुभवों, आस पास के जीवन और जीवन की सीख के बारे में बात करते हैं."
"मेघाच्छादित मौसम में, मोर का नृत्य और विशेष आवाज़, बर्सात की ओर संकेत करता है.","मेघाच्छादित मौसम में, मोर की नृत्य और विशेष आवाज़, बर्सात की ओर संकेत करता है."
मैना और तोते मानविय आवाज़ का नकल कर हमारा मन बहलाते है.,मैना और तोते मानविय आवाज़ की नकल कर हमारा मन बहलाते है.
कृत्रिम गुरुत्वाकर्षण पैदे करणे का तरीकें.,कृत्रिम गुरुत्वाकर्षण पैदे करणे की तरीकें.
"वह एक मराठी संत, कवि, दार्शनिक और नाथ संमप्रदाय का योगी था.","वह एक मराठी संत, कवि , दार्शनिक और नाथ संमप्रदाय के योगी थे."
भीमसिंह चौहान राजस्थान राज्य के सवाई माधोपुर जिले की चौथ का बरवाड़ा तहसील में स्थित चौथ माता मंदिर की स्थापना करने वाला शासक था.,भीमसिंह चौहान राजस्थान राज्य के सवाई माधोपुर जिले की चौथ का बरवाड़ा तहसील में स्थित चौथ माता मंदिर की स्थापना करने वाले शासक थे.
पुस्तक 2002 के गुजरात हिंसा के बारे में है.,पुस्तक 2002 की गुजरात हिंसा के बारे में है.
२ पैलस वाली पैलस परिवार के अधिकांश क्षुद्रग्रह इसी श्रेणी के हैं.,२ पैलस वाले पैलस परिवार के अधिकांश क्षुद्रग्रह इसी श्रेणी के हैं.
यह गांवों में मनाया गया था और स्थानीय महिलाओं के लिए एक सभा के रूप भी था.,यह गांवों में मनाया गया था और स्थानीय महिलाओं के लिए एक सभा का रूप भी था.
"1935 के अधिनियम के तहत, सभा का ताक़त 228 निर्धारित हुई थी और उसकी अवधि पाँच साल की थी.","1935 के अधिनियम के तहत, सभा की ताक़त 228 निर्धारित हुई थी और उसकी अवधि पाँच साल की थी."
"राजनैतिक नेतृत्व, नैतिक अधिकार, सामाजिक सम्मान, सम्पत्ति का नियंत्रण के भूमिकाओं में प्रबल होते हैं.","राजनैतिक नेतृत्व, नैतिक अधिकार, सामाजिक सम्मान, सम्पत्ति का नियंत्रण की भूमिकाओं में प्रबल होते हैं."
"यह धरती सारस्वत साधना का सिद्धपीठ, ब्राह्मण लोगों का विद्याम्ंदिर, मिथिला का न्याय विशेष का प्रधान केन्द्र था.","यह धरती सारस्वत साधना का सिद्धपीठ, ब्राह्मण लोगों का विद्याम्ंदिर, मिथिला के न्याय विशेष का प्रधान केन्द्र था."
"हिंदू पौराणिक कथाओं अनुसार, ज्वारासुर बुखार के दानव और शीतला देवी के जीवनसाथी है.","हिंदू पौराणिक कथाओं अनुसार, ज्वारासुर बुखार के दानव और शीतला देवी का जीवनसाथी है."
के इस तरह का प्रयोग उचित नहीं है.,का इस तरह से प्रयोग उचित नहीं है.
"साधु, संत और संन्यासीओ में मातृभक्त महात्मा का नाम से जाने गये.","साधु, संत और संन्यासीओ में मातृभक्त महात्मा के नाम से जाने गये."
"समस्त कशायों  जैसे क्रोध, मान, माया, लोभ   को नाश कर केवल ज्ञान प्राप्त करने वाला व्यक्ति अरिहन्त कहलाते है.","समस्त कशायों  जैसे क्रोध, मान, माया, लोभ   को नाश कर केवल ज्ञान प्राप्त करने वाले व्यक्ति अरिहन्त कहलाते है."
जीवन का सबसे पुराना निर्विवादित सबूत ३ ५ अरब वर्ष पुराने हैं.,जीवन के सबसे पुराने निर्विवादित सबूत ३ ५ अरब वर्ष पुराने हैं.
सृजन मिथक उन सवालों का व्याख्यान करते हैं जो उनमें विश्वास करने वाली समाज के लिए सबसे महत्वपूर्ण हों.,सृजन मिथक उन सवालों का व्याख्यान करते हैं जो उनमें विश्वास करने वाले समाज के लिए सबसे महत्वपूर्ण हों.
अरबी भाशा में खत का अर्थ लकीर या फिर तामीर के हैं.,अरबी भाशा में खत के अर्थ लकीर या फिर तामीर के हैं.
उपनिषतों को आपने साक्षात्कार का ग्रंथ यानि अनुभूति के ग्रंथ बताया है.,उपनिषतों को आपने साक्षात्कार के ग्रंथ यानि अनुभूति के ग्रंथ बताया है.
वह आधुनिक नज़्म संग्रहों का लेखक है.,वह आधुनिक नज़्म संग्रहों के लेखक हैं.
चेरुशेरी नम्बूतिरी  १३७५ १४७५  कृष्ण गाधा का लेखक है.,चेरुशेरी नम्बूतिरी  १३७५ १४७५  कृष्ण गाधा के लेखक है.
इन्होंने १८५७ का प्रथम भारतीय स्वतंत्रता संग्राम में कार्य किया था.,इन्होंने १८५७ के प्रथम भारतीय स्वतंत्रता संग्राम में कार्य किया था.
मुझे बेस्ट डान्सर की अवार्ड भी मिला हुआ है.,मुझे बेस्ट डान्सर का अवार्ड भी मिला हुआ है.
यह चींटीखोरों के चार जीवित प्रजातियों में से एक है और पिलोसा प्रकार में स्लोथ के साथ वर्गीकृत किया गया हैं.,यह चींटीखोरों की चार जीवित प्रजातियों में से एक है और पिलोसा प्रकार में स्लोथ के साथ वर्गीकृत किया गया हैं.
युन्नान विश्वविद्यालय चीन के युन्नान प्रान्त की सबसे बड़ी विश्वविद्यालय है.,युन्नान विश्वविद्यालय चीन के युन्नान प्रान्त का सबसे बड़ा विश्वविद्यालय है.
"किला मुबारक, भारत की एक ऐतिहासिक राष्ट्रीय और भटिंडा में पंजाब का सब से पुराना, करीब 1800 साल पुराना स्मारक है.","किला मुबारक, भारत का एक ऐतिहासिक राष्ट्रीय और भटिंडा में पंजाब का सब से पुराना, करीब 1800 साल पुराना स्मारक है."
मंदाकिनी की आवाज़ एक स्थानीय सामुदायिक रेडियो स्टेशन है जो उत्तर प्रदेश की 200 गाँवों में प्रसारण होता है.,मंदाकिनी की आवाज़ एक स्थानीय सामुदायिक रेडियो स्टेशन है जो उत्तर प्रदेश के 200 गाँवों में प्रसारण करता है.
"१८६९ तक यहां दफ़नाना बंद करना पड़ा, परंतू समीती फिर भी १८८८ तक कब्रिस्तान की देखरेख के नियंत्रणकरता थी.","१८६९ तक यहां दफ़नाना बंद करना पड़ा, परंतू समीती फिर भी १८८८ तक कब्रिस्तान की देखरेख की नियंत्रणकरता थी."
"कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी का स्टूडैंट विंग है, का नेता है.","कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी की स्टूडैंट विंग है, के नेता हैं."
"कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी का स्टूडैंट विंग है, का नेता है.","कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी की स्टूडैंट विंग है, के नेता हैं."
"कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी की स्टूडैंट विंग है, के नेता हैं.","कन्हैया कुमार अखिल भारतीय छात्र परिषद, जो भारतीय कम्युनिस्ट पार्टी की स्टूडैंट विंग है, का नेता है."
मन में है विश्वास एक हिंदी भाषा के भारतीय पौराणिक नाटक श्रृंखला है.,मन में है विश्वास एक हिंदी भाषा की भारतीय पौराणिक नाटक श्रृंखला है.
यह रायगढ़ का एक प्रमुख जगह है.,यह रायगढ़ की एक प्रमुख जगह है.
भीष्मक मगध के राजा जरासंध के जागीरदार थे.,भीष्मक मगध के राजा जरासंध का जागीरदार था.
वर्ष २००० में पाटन ज़िले के रचना बनासकाँठा और महेसाना ज़िल से की गई.,वर्ष २००० में पाटन ज़िले की रचना बनासकाँठा और महेसाना ज़िल से की गई.
जाफरपुर यहाँ गाँब उत्तर प्रदेश के जिला मुरादाबाद का बिधानसभा क्षेत्र 29कुन्दरकी का एक गाब है.,जाफरपुर यहाँ गाँब उत्तर प्रदेश का जिला मुरादाबाद के बिधानसभा क्षेत्र 29कुन्दरकी का एक गाब है.
जाफरपुर यहाँ गाँब उत्तर प्रदेश के जिला मुरादाबाद का बिधानसभा क्षेत्र 29कुन्दरकी का एक गाब है.,जाफरपुर यहाँ गाँब उत्तर प्रदेश का जिला मुरादाबाद के बिधानसभा क्षेत्र 29कुन्दरकी का एक गाब है.
यहाँ चक्रवात 21 मई को शनिवार के दिन दोपहर के समय 88 किलोमीटर के रफ्तार से आया था.,यहाँ चक्रवात 21 मई को शनिवार के दिन दोपहर के समय 88 किलोमीटर की रफ्तार से आया था.
शाह अमानत अंतरराष्ट्रीय हवाई अड्डे के सभी उड़ानों को रद्द कर दिया गया.,शाह अमानत अंतरराष्ट्रीय हवाई अड्डे की सभी उड़ानों को रद्द कर दिया गया.
"ये ""","यह "" सतलोक आश्रम "" का संस्थापक भी हैं जो कि भारतीय राज्य हरियाणा के हिसार क्षेत्र में स्थित है."
"इनकी आधिकारिक जीवनी के अनुसार, ये सभी हिंदू देवी देवताओं के कठोर भक्त थे.","इसकी आधिकारिक जीवनी के अनुसार, यह सभी हिंदू देवी देवताओं का कठोर भक्त था."
"इसकी आधिकारिक जीवनी के अनुसार, यह सभी हिंदू देवी देवताओं का कठोर भक्त था.","इनकी आधिकारिक जीवनी के अनुसार, ये सभी हिंदू देवी देवताओं के कठोर भक्त थे."
"ये ""","ये """
"ये ""","ये """
"मुहम्मद फतहुल्लह गुलेन  जन्म २२ अप्रैल १९४१  तुर्की का धर्मोपदेशक, भूतपूर्व इमाम, लेखक एवं राजनैतिक व्यक्ति है.","मुहम्मद फतहुल्लह गुलेन  जन्म २२ अप्रैल १९४१  तुर्की के धर्मोपदेशक, भूतपूर्व इमाम, लेखक एवं राजनैतिक व्यक्ति है."
वह गुलेन आन्दोलन का प्रवर्तक है.,वह गुलेन आन्दोलन के प्रवर्तक है.
बजरंग नगर  अंग्रेजी  एक गाँव है जो भारतीय राज्य राजस्थान तथा जोधपुर ज़िले के फलोदी तहसील में स्थित है.,बजरंग नगर  अंग्रेजी  एक गाँव है जो भारतीय राज्य राजस्थान के जोधपुर ज़िले की फलोदी तहसील में स्थित है.
आयरिश राजशही ने १८०१ में ग्रेट ब्रिटेन राजशाही के साथ जुड़ कर ग्रेट ब्रिटेन और आयरलैंड की यूनाइटेड किंगडम की स्थापना की.,आयरिश राजशही ने १८०१ में ग्रेट ब्रिटेन राजशाही के साथ जुड़ कर ग्रेट ब्रिटेन और आयरलैंड का यूनाइटेड किंगडम की स्थापना की.
"बिहार में धानुक "" कुर्मी "" के उपजाति केे रुप मेंं जाना जाता है.","बिहार में धानुक "" कुर्मी "" की उपजाति केे रुप मेंं जाना जाता है."
सतीश सिवलिंगम  जन्म २३ जून १९९२  एक भारतीय भारोत्तोलन की खिलाड़ी है.,सतीश सिवलिंगम  जन्म २३ जून १९९२  एक भारतीय भारोत्तोलन के खिलाड़ी हैं.
एलगर क्षण से हम एक मृत व्यक्ति की मौत का समय का अनुमान लगा सकते हैं.,एलगर क्षण से हम एक मृत व्यक्ति की मौत के समय का अनुमान लगा सकते हैं.
पिछले ५० वर्षों में विश्र्व व्यापार प्रगती के ओर बढ़ रहा हैं.,पिछले ५० वर्षों में विश्र्व व्यापार प्रगती की ओर बढ़ रहा हैं.
यह संगठित मुद्रा बाजार के सबसे सक्रिय और संवेदनाशील हिस्सा है.,यह संगठित मुद्रा बाजार का सबसे सक्रिय और संवेदनाशील हिस्सा है.
"१९८५ में, कोरल निगम माइकल काओप्लान्ड द्वारा स्थापित किया गया था जो एक टर्नकी डेस्कटॉप प्रकाशन की उत्पादन के लिए था.","१९८५ में, कोरल निगम माइकल काओप्लान्ड द्वारा स्थापित किया गया था जो एक टर्नकी डेस्कटॉप प्रकाशन के उत्पादन के लिए था."
तज़ीन फातमा भारत के वरिष्ठ सदन राज्यसभा के सदस्य हैं.,तज़ीन फातमा भारत के वरिष्ठ सदन राज्यसभा की सदस्य हैं.
विजिला सत्यानंत भारत के वरिष्ठ सदन राज्यसभा की सदस्य हैं.,विजिला सत्यानंत भारत के वरिष्ठ सदन राज्यसभा के सदस्य हैं.
मीसा भारती भारत के वरिष्ठ सदन राज्यसभा के सदस्य हैं.,मीसा भारती भारत के वरिष्ठ सदन राज्यसभा की सदस्य हैं.
वह औफ डेथ अन्ड दायिङ्ग  १९६९  नामक मशूर पुस्तक का लेखिका हैं.,वह औफ डेथ अन्ड दायिङ्ग  १९६९  नामक मशूर पुस्तक की लेखिका हैं.
"मैं कोलकाता, भारत की रेहने वाली हूँ.","मैं कोलकाता, भारत का रेहने वाला हूँ."
"इस काल के दौरान वे महारानी के प्रतिनिधि के रूप में, उनकी अनुपस्थिति के दौरान शासक के कर्तव्यों का निर्वाह करती थी.","इस काल के दौरान वे महारानी की प्रतिनिधि के रूप में, उनकी अनुपस्थिति के दौरान शासक के कर्तव्यों का निर्वाह करती थी."
उनको विज्ञान के पिता बुलाया गया था.,उनको विज्ञान का पिता बुलाया जाता था.
दांतों का यह रोग ब्रुक्सिज्म की वजह से होता है जिसके कारण दांतों का पिसाई और उनमे रगड़न अत्यधिक मात्र में होती है.,दांतों का यह रोग ब्रुक्सिज्म की वजह से होता है जिसके कारण दांतों की पिसाई और उनमे रगड़न अत्यधिक मात्रा में होती है.
पाकिस्तान की एक प्रमुख राजनैतिक दल.,पाकिस्तान का एक प्रमुख राजनैतिक दल.
पाकिस्तान का एक प्रमुख राजनैतिक दल.,पाकिस्तान की एक प्रमुख राजनैतिक दल.
पाकिस्तान की एक प्रमुख राजनैतिक दल.,पाकिस्तान का एक प्रमुख राजनैतिक दल.
पाकिस्तान का एक प्रमुख राजनैतिक दल.,पाकिस्तान की एक प्रमुख राजनैतिक दल.
मुंबई की 26 11 हमले में उसका हाथ होने की बात सामने आई थी जिसमें छह अमेरिकी नागरिक समेत 166 लोग मारे गए थे.,मुंबई के 26 11 हमले में उसका हाथ होने की बात सामने आई थी जिसमें छह अमेरिकी नागरिक समेत 166 लोग मारे गए थे.
इस विकसित तकनीक को 2022 में लॉन्च होने वाला गगनयान नामक पहले भारतीय चालक अंतरिक्ष यान पर उपयोग करने की संभावना है.,इस विकसित तकनीक को 2022 में लॉन्च होने वाले गगनयान नामक पहले भारतीय चालक अंतरिक्ष यान पर उपयोग करने की संभावना है.
यासीन मलिक  जन्म 1963  जम्मू और कश्मीर के एक उग्रवादी नेता हैं.,यासीन मलिक  जन्म 1963  जम्मू और कश्मीर का एक उग्रवादी नेता हैं.
वह कश्मीर लिबरेशन फ़्रंट के प्रमुख भी है.,वह कश्मीर लिबरेशन फ़्रंट का प्रमुख भी है.
यह एक लता की भांति ६ मीटर  २० फ़ूट  तक दूसरे वृक्षों पर चढ़ सकने वाली एक झाड़ीनुमा वनस्पति है.,यह एक लता की भांति ६ मीटर  २० फ़ूट  तक दूसरे वृक्षों पर चढ़ सकने वाला एक झाड़ीनुमा वनस्पति है.
फोरेंसिक खोजें सॉफ्टवेयर के विशिष्ट विशेषताएं हैं.,फोरेंसिक खोजें सॉफ्टवेयर की विशिष्ट विशेषताएं हैं.
भारतीय रुपया 1000 नोट  1000  भारतीय मुद्रा के एक संप्रदाय था.,भारतीय रुपया 1000 नोट  1000  भारतीय मुद्रा का एक संप्रदाय था.
उनका जन्म असम के राजधानी गुवाहाटी में १ जनवरी १९७२ को हुआ था.,उनका जन्म असम की राजधानी गुवाहाटी में १ जनवरी १९७२ को हुआ था.
उसे भारतीय बौद्ध धर्म के महापण्डित विमलमित्र का अवतार के रूप में भी माना जाता है.,उन्हें भारतीय बौद्ध धर्म के महापण्डित विमलमित्र के अवतार के रूप में भी माना जाता है.
जॉन डब्ल्यू गैरैट बाल्टीमोर और ओहियो रेल का राष्ट्रपति था.,जॉन डब्ल्यू गैरैट बाल्टीमोर और ओहियो रेल के राष्ट्रपति थे.
इस शहर का खास चीज़ यह है कि सबका खुशी का खयाल रखते हुए आगे बढ़ रहा है.,इस शहर की खास चीज़ यह है कि सबका खुशी का खयाल रखते हुए आगे बढ़ रहा है.
गैरैट की मौसम हर समय लगभग ठंडा है.,गैरैट का मौसम हर समय लगभग ठंडा है.
वे २०१३ मे त्रिनिदाद और टोबैगो का वर्कस् और इंफ्रास्ट्रक्चर का मंत्री थे.,वे २०१३ मे त्रिनिदाद और टोबैगो का वर्कस् और इंफ्रास्ट्रक्चर के मंत्री थे.
"उनके पिता का नाम भूपसिंह था, जो गढ़वाल नरेश के सेना में थे.","उनके पिता का नाम भूपसिंह था, जो गढ़वाल नरेश की सेना में थे."
यह नदी अपने पानी के मिठास के लिए जानी जाती है और इसके पानी को पूरे विश्व में सबसे मीठा पानी माना जाता है.,यह नदी अपने पानी की मिठास के लिए जानी जाती है और इसके पानी को पूरे विश्व में सबसे मीठा पानी माना जाता है.
"झंडेवालान् मंदिर, भारत का राजधानी महानगर दिल्ली का करोलबाग इलाके मे एक हिन्दू मंदिर है.","झंडेवालान् मंदिर, भारत की राजधानी महानगर दिल्ली का करोलबाग इलाके मे एक हिन्दू मंदिर है."
